Instance_number,time,lread,lwrite,scall,sread,swrite,Cluster
7033,0:56:01,13,19,419,38,38,cluster0
7034,13:42:30,1,0,3454,146,99,cluster3
7035,12:27:03,20,1,4250,332,155,cluster3
7036,22:35:39,3,1,521,85,50,cluster0
7037,19:21:55,5,0,630,107,43,cluster0
7038,16:39:10,60,78,862,387,131,cluster0
7039,0:00:20,3,1,1496,131,59,cluster1
7040,13:05:19,1,0,2642,153,123,cluster1
7041,1:34:46,0,0,157,10,9,cluster0
7042,13:49:35,45,0,5195,622,613,cluster2
7043,13:58:45,61,81,1299,270,76,cluster4
7044,0:22:05,5,1,1686,119,34,cluster1
7045,18:55:49,4,3,1887,144,93,cluster1
7046,14:49:47,5,0,3054,371,292,cluster3
7047,22:29:09,3,1,561,83,26,cluster0
7048,16:51:56,20,11,2530,110,63,cluster1
7049,12:27:13,12,0,3298,203,127,cluster3
7050,15:59:19,11,10,2007,127,102,cluster1
7051,12:38:39,8,0,3154,148,89,cluster3
7052,16:18:45,52,60,1367,165,91,cluster1
7053,15:03:38,3,1,3909,214,109,cluster3
7054,15:02:28,1,0,5181,281,144,cluster2
7055,15:42:19,4,3,3915,184,155,cluster3
7056,20:39:01,1,0,468,39,29,cluster0
7057,22:50:44,2,1,338,34,19,cluster0
7058,11:43:47,3,0,2335,257,251,cluster1
7059,15:51:05,4,1,5063,288,240,cluster2
7060,23:16:39,2,1,214,44,28,cluster0
7061,16:54:36,6,1,1560,110,145,cluster1
7062,22:25:38,4,0,746,284,50,cluster0
7063,19:45:00,1,0,2673,153,195,cluster1
7064,14:51:52,10,3,6207,253,302,cluster2
7065,11:19:42,11,6,2292,218,158,cluster1
7066,11:50:37,4,1,3313,223,131,cluster3
7067,17:39:58,0,0,1162,230,83,cluster0
7068,15:57:14,11,11,3268,229,133,cluster3
7069,22:58:14,6,2,1549,232,201,cluster1
7070,13:47:05,124,144,2255,343,257,cluster4
7071,1:07:31,0,0,159,11,32,cluster0
7072,20:54:56,0,0,310,49,48,cluster0
7073,20:24:31,0,0,2288,61,60,cluster1
7074,0:17:40,4,0,716,50,25,cluster0
7075,13:41:05,1,0,1280,53,59,cluster0
7076,23:51:25,2,0,488,55,47,cluster0
7077,21:46:13,0,0,2351,180,98,cluster1
7078,13:11:24,10,9,906,93,62,cluster0
7079,16:21:45,5,0,1321,131,91,cluster0
7080,11:45:57,9,5,3414,433,231,cluster3
7081,15:36:54,1,0,1228,42,38,cluster0
7082,14:28:26,14,11,5925,383,230,cluster2
7083,16:11:50,23,7,1277,149,121,cluster0
7084,17:45:28,63,81,2007,224,100,cluster4
7085,1:33:01,1,1,1051,61,83,cluster0
7086,23:35:35,1,1,313,21,15,cluster0
7087,15:20:04,21,15,2743,140,135,cluster1
7088,19:44:00,6,0,3233,273,212,cluster3
7089,19:06:25,5,4,386,77,76,cluster0
7090,12:44:44,3,0,2297,283,214,cluster1
7091,15:25:13,5,4,1806,83,61,cluster1
7092,23:44:35,5,1,1442,176,162,cluster1
7093,1:28:46,0,0,152,6,12,cluster0
7094,13:51:35,2,0,1196,109,103,cluster0
7095,19:45:40,48,71,2884,331,406,cluster4
7096,22:44:14,44,30,2919,478,381,cluster3
7097,11:42:57,6,4,3353,401,344,cluster3
7098,14:25:03,2,1,3735,279,143,cluster3
7099,15:16:43,6,2,1456,106,64,cluster1
7100,1:23:36,0,0,188,11,33,cluster0
7101,11:40:32,3,2,1974,309,196,cluster1
7102,14:44:37,3,0,3565,361,246,cluster3
7103,15:17:39,30,15,2926,269,233,cluster1
7104,14:01:41,59,82,1680,262,174,cluster4
7105,11:17:51,1,0,1635,173,114,cluster1
7106,14:22:16,146,36,4654,495,340,cluster3
7107,21:35:17,59,67,1813,123,94,cluster1
7108,18:13:39,1,0,3506,250,131,cluster3
7109,21:17:17,0,0,283,34,51,cluster0
7110,14:06:26,3,0,3496,315,151,cluster3
7111,14:55:18,27,41,2552,172,176,cluster1
7112,12:08:08,24,13,2400,248,154,cluster1
7113,22:26:03,29,39,452,62,44,cluster0
7114,16:02:30,7,6,1850,185,106,cluster1
7115,11:14:26,6,0,4876,443,331,cluster3
7116,22:07:53,0,0,414,36,44,cluster0
7117,23:08:39,21,31,1622,104,58,cluster1
7118,12:25:28,5,0,2277,100,111,cluster1
7119,16:18:10,28,33,2183,348,285,cluster1
7120,14:02:41,38,30,5991,289,193,cluster2
7121,15:01:04,16,0,3074,259,203,cluster3
7122,20:33:06,0,0,328,43,45,cluster0
7123,15:22:48,25,8,4151,261,160,cluster3
7124,18:46:19,1,0,1763,507,375,cluster1
7125,15:58:29,2,1,2133,134,90,cluster1
7126,17:31:53,34,32,1393,242,145,cluster1
7127,15:48:59,35,46,728,138,84,cluster0
7128,0:33:11,0,0,244,38,20,cluster0
7129,19:34:15,10,0,4690,495,465,cluster3
7130,1:36:31,1,1,152,8,9,cluster0
7131,16:40:30,28,18,2163,114,86,cluster1
7132,12:31:38,43,31,2296,157,111,cluster1
7133,17:21:42,13,6,1643,117,171,cluster1
7134,16:46:05,8,4,2803,125,72,cluster1
7135,12:27:48,13,0,4075,192,143,cluster3
7136,15:09:59,553,0,4259,189,136,cluster3
7137,12:08:28,29,37,1786,175,175,cluster1
7138,17:51:38,0,0,3867,146,104,cluster3
7139,19:08:55,30,47,553,115,78,cluster0
7140,16:38:45,3,1,1833,659,317,cluster1
7141,16:21:20,3,0,2428,209,140,cluster1
7142,21:10:42,0,0,2441,70,89,cluster1
7143,14:35:32,2,1,4381,140,154,cluster3
7144,23:13:34,3,0,408,28,24,cluster0
7145,21:36:27,19,24,726,57,32,cluster0
7146,15:28:34,14,7,1943,90,95,cluster1
7147,22:24:48,4,1,1148,170,88,cluster0
7148,20:25:11,0,0,308,10,15,cluster0
7149,11:16:31,1,0,4351,296,149,cluster3
7150,16:40:40,6,5,1313,95,78,cluster0
7151,13:49:50,46,0,3871,726,696,cluster3
7152,15:34:49,7,0,4394,752,639,cluster3
7153,16:19:25,3,0,1418,124,99,cluster1
7154,11:38:27,12,11,2014,339,206,cluster1
7155,15:11:58,9,2,3510,112,59,cluster3
7156,14:46:23,70,81,6198,350,236,cluster2
7157,14:06:11,4,3,3282,257,187,cluster3
7158,17:34:28,14,6,4258,651,495,cluster3
7159,23:09:04,0,0,344,53,20,cluster0
7160,11:09:31,20,19,3001,211,129,cluster3
7161,14:29:53,199,186,7625,779,485,cluster2
7162,13:06:44,11,2,2463,113,135,cluster1
7163,22:20:18,4,0,815,125,44,cluster0
7164,16:00:44,6,5,1860,128,103,cluster1
7165,19:33:15,3,1,2610,139,176,cluster1
7166,16:47:35,3,2,1067,38,47,cluster0
7167,17:29:58,12,1,992,165,77,cluster0
7168,11:48:17,2,0,2732,289,273,cluster1
7169,21:44:08,11,0,2920,403,351,cluster3
7170,15:18:48,8,5,1834,121,109,cluster1
7171,21:34:17,12,0,3360,515,375,cluster3
7172,12:28:08,15,1,3140,216,158,cluster3
7173,15:04:48,16,4,1983,230,119,cluster1
7174,22:44:34,5,1,1659,299,253,cluster1
7175,20:08:36,9,9,383,122,43,cluster0
7176,18:34:24,12,0,4315,426,372,cluster3
7177,14:47:22,14,11,3731,238,185,cluster3
7178,13:00:54,31,3,3748,343,276,cluster3
7179,22:05:03,19,28,183,19,17,cluster0
7180,21:55:13,1,0,1388,79,47,cluster0
7181,21:39:48,0,0,391,36,32,cluster0
7182,0:53:16,2,0,549,49,64,cluster0
7183,15:07:43,29,6,2375,146,123,cluster1
7184,20:45:56,0,0,125,9,10,cluster0
7185,11:43:22,61,77,2816,348,243,cluster4
7186,15:21:29,9,6,1841,57,45,cluster1
7187,12:35:39,5,0,1891,107,86,cluster1
7188,15:35:49,3,0,1008,72,58,cluster0
7189,16:24:00,54,55,1563,216,151,cluster1
7190,0:48:21,1,1,1535,69,62,cluster1
7191,16:35:01,11,1,2323,192,131,cluster1
7192,12:26:23,17,0,2620,188,117,cluster1
7193,14:38:28,7,2,2715,185,94,cluster1
7194,15:17:29,33,21,2389,161,122,cluster1
7195,19:56:45,45,58,948,99,48,cluster0
7196,20:18:26,1,1,1242,279,120,cluster0
7197,21:58:53,1,0,2486,135,99,cluster1
7198,15:39:29,0,0,1425,92,53,cluster0
7199,15:35:04,2,1,4242,319,121,cluster3
7200,23:05:29,1,1,805,69,86,cluster0
7201,22:08:53,0,0,359,51,30,cluster0
7202,11:42:07,4,3,1669,169,119,cluster1
7203,12:03:13,32,47,1389,170,96,cluster1
7204,12:33:53,2,0,2494,198,148,cluster1
7205,14:50:47,5,1,4983,316,333,cluster3
7206,23:20:14,0,0,200,31,21,cluster0
7207,19:08:15,5,0,1429,225,184,cluster1
7208,11:57:23,37,41,2235,172,114,cluster1
7209,15:49:19,10,9,782,119,90,cluster0
7210,16:26:26,4,2,817,52,62,cluster0
7211,14:31:32,13,11,4427,270,183,cluster3
7212,23:12:59,2,1,201,29,25,cluster0
7213,0:37:31,1,1,195,20,24,cluster0
7214,16:14:00,15,12,1613,154,112,cluster1
7215,21:59:18,2,0,301,39,28,cluster0
7216,14:17:11,11,3,1770,422,149,cluster1
7217,15:43:34,1,0,1364,54,57,cluster0
7218,22:47:19,0,0,392,65,36,cluster0
7219,16:37:00,21,18,2799,291,211,cluster1
7220,20:43:51,1,0,224,15,20,cluster0
7221,13:07:29,11,7,2207,147,111,cluster1
7222,19:50:25,1,0,1054,295,248,cluster0
7223,0:46:41,27,42,234,23,27,cluster0
7224,17:42:13,4,2,1492,219,99,cluster1
7225,16:18:20,17,7,3510,375,310,cluster3
7226,13:24:20,57,45,5276,748,513,cluster2
7227,15:29:43,22,23,1068,61,52,cluster0
7228,14:27:13,230,227,5281,472,439,cluster4
7229,17:30:43,13,6,3069,173,94,cluster3
7230,23:05:04,1,1,1028,49,48,cluster0
7231,16:29:15,49,71,3273,225,180,cluster4
7232,17:47:28,15,12,3957,339,346,cluster3
7233,16:07:55,6,4,1555,332,97,cluster1
7234,14:31:13,393,404,4310,273,141,cluster4
7235,12:31:43,30,13,3962,617,514,cluster3
7236,15:15:13,3,2,1391,111,73,cluster0
7237,18:22:59,7,3,439,49,58,cluster0
7238,18:07:23,10,5,2243,96,87,cluster1
7239,16:14:35,6,3,3247,1153,1135,cluster3
7240,14:40:12,18,1,5416,305,152,cluster2
7241,14:41:32,2,1,3118,299,167,cluster3
7242,15:42:44,9,8,1075,93,53,cluster0
7243,15:39:54,35,23,1686,107,67,cluster1
7244,0:00:00,18,26,1425,83,50,cluster1
7245,16:36:50,61,85,1943,234,125,cluster4
7246,0:44:46,0,0,507,20,24,cluster0
7247,15:06:29,30,9,6933,216,120,cluster2
7248,16:46:25,2,1,4298,199,124,cluster3
7249,22:28:44,7,0,1261,75,29,cluster0
7250,16:43:45,24,2,2546,138,83,cluster1
7251,23:23:49,29,40,624,41,45,cluster0
7252,14:04:31,27,17,3059,385,287,cluster3
7253,21:04:01,5,0,1812,99,55,cluster1
7254,23:30:10,2,0,457,48,37,cluster0
7255,12:13:08,184,203,2908,312,123,cluster4
7256,11:18:06,5,0,2384,322,276,cluster1
7257,15:59:10,0,0,2282,104,87,cluster1
7258,1:30:11,2,1,158,8,9,cluster0
7259,15:10:44,15,5,3625,193,127,cluster3
7260,13:24:10,14,1,4419,619,496,cluster3
7261,22:20:43,2,0,492,38,40,cluster0
7262,13:47:40,67,81,2332,195,120,cluster4
7263,16:46:21,869,12,3509,166,155,cluster4
7264,0:09:35,0,0,1079,16,24,cluster0
7265,11:45:07,43,59,2362,386,356,cluster1
7266,15:11:44,11,0,3572,517,358,cluster3
7267,1:36:36,0,0,148,10,15,cluster0
7268,12:09:53,11,5,2725,243,140,cluster1
7269,14:45:33,4,2,2000,176,62,cluster1
7270,1:08:41,2,0,432,50,23,cluster0
7271,15:40:09,5,1,3648,213,117,cluster3
7272,0:46:51,3,2,328,54,26,cluster0
7273,16:27:55,9,6,3453,920,839,cluster3
7274,19:21:50,1,0,402,46,41,cluster0
7275,11:25:07,4,2,3411,336,164,cluster3
7276,23:46:30,16,5,662,68,34,cluster0
7277,0:58:51,0,0,198,15,33,cluster0
7278,17:13:42,5,2,2574,112,87,cluster1
7279,19:54:05,12,1,3437,508,704,cluster3
7280,16:41:55,3,0,943,119,116,cluster0
7281,22:50:49,7,0,1819,170,136,cluster1
7282,16:38:10,20,5,3424,638,278,cluster3
7283,16:01:25,14,6,2105,294,172,cluster1
7284,1:18:16,4,1,653,81,91,cluster0
7285,11:32:27,3,3,2070,176,118,cluster1
7286,14:03:51,11,6,3739,243,172,cluster3
7287,0:57:21,11,3,401,33,34,cluster0
7288,12:30:43,7,0,2671,136,88,cluster1
7289,15:49:35,9,5,2416,173,107,cluster1
7290,12:58:19,6,0,1978,424,307,cluster1
7291,12:02:33,6,4,1258,109,90,cluster0
7292,1:25:46,13,18,140,7,12,cluster0
7293,21:06:57,1,1,755,72,47,cluster0
7294,11:49:02,6,4,2218,222,166,cluster1
7295,22:48:14,20,24,1267,213,169,cluster0
7296,12:58:34,4,0,1683,203,97,cluster1
7297,11:43:37,1,0,2732,185,168,cluster1
7298,13:29:15,3,0,2484,181,82,cluster1
7299,18:26:49,1,0,1634,172,75,cluster1
7300,16:18:50,8,1,1807,121,76,cluster1
7301,13:46:00,12,4,4168,313,205,cluster3
7302,21:54:48,1,0,454,38,39,cluster0
7303,15:31:09,130,126,1089,113,68,cluster4
7304,14:12:11,60,73,3005,131,96,cluster4
7305,16:21:55,6,5,811,67,57,cluster0
7306,13:34:55,10,1,1693,133,228,cluster1
7307,20:08:26,19,28,454,198,62,cluster0
7308,12:56:54,26,37,1000,205,108,cluster0
7309,11:20:02,3,3,1758,232,171,cluster1
7310,0:14:30,4,0,1757,326,149,cluster1
7311,20:23:26,2,0,985,55,46,cluster0
7312,12:03:53,80,45,4068,450,312,cluster3
7313,15:54:55,2,0,2328,122,92,cluster1
7314,16:34:25,27,5,6777,1208,535,cluster2
7315,12:41:39,9,5,728,72,75,cluster0
7316,18:16:49,38,28,3514,87,70,cluster3
7317,1:12:01,0,0,165,9,14,cluster0
7318,15:24:08,11,0,4449,612,528,cluster3
7319,15:54:39,9,0,3793,347,296,cluster3
7320,16:46:46,7,1,3865,191,179,cluster3
7321,11:16:26,1,0,2638,122,89,cluster1
7322,11:36:37,7,0,2300,170,164,cluster1
7323,18:14:34,56,31,6025,509,410,cluster2
7324,15:41:59,29,41,1607,95,66,cluster1
7325,12:59:09,30,26,3257,164,148,cluster3
7326,14:40:47,2,1,4259,223,161,cluster3
7327,13:00:19,1,0,3037,192,160,cluster3
7328,11:44:52,4,1,3290,341,307,cluster3
7329,15:50:25,3,1,2018,159,118,cluster1
7330,12:24:13,212,208,6286,761,581,cluster2
7331,11:28:57,19,15,3163,285,168,cluster3
7332,14:25:38,119,116,4029,453,246,cluster4
7333,20:40:21,7,0,273,62,32,cluster0
7334,15:18:09,20,11,3691,396,270,cluster3
7335,14:17:21,25,18,2182,499,165,cluster1
7336,13:19:55,6,0,1981,108,56,cluster1
7337,12:14:38,30,2,2242,133,75,cluster1
7338,14:04:11,6,2,4480,429,333,cluster3
7339,16:25:56,10,0,1113,83,124,cluster0
7340,12:53:09,1,0,5703,351,254,cluster2
7341,18:34:04,16,0,2845,334,158,cluster1
7342,16:04:25,75,68,2224,308,265,cluster4
7343,21:21:52,35,39,700,150,56,cluster0
7344,16:00:34,10,5,1378,174,98,cluster1
7345,14:22:48,190,29,7360,457,327,cluster2
7346,20:14:21,8,0,2928,495,380,cluster3
7347,19:27:25,1,0,362,49,28,cluster0
7348,16:45:06,551,2,4525,162,149,cluster3
7349,11:48:02,31,43,1604,108,91,cluster1
7350,14:28:03,156,143,6244,466,338,cluster2
7351,14:02:16,83,116,2984,145,132,cluster4
7352,16:35:25,11,7,1589,162,119,cluster1
7353,23:39:50,1,0,591,21,21,cluster0
7354,14:46:57,40,23,5016,469,356,cluster2
7355,12:42:09,2,0,473,48,50,cluster0
7356,23:12:29,3,1,318,31,25,cluster0
7357,21:49:53,13,19,980,41,32,cluster0
7358,13:45:00,4,0,2162,307,216,cluster1
7359,23:38:45,2,1,287,23,24,cluster0
7360,20:24:21,9,0,4135,444,433,cluster3
7361,12:11:28,10,1,3271,259,138,cluster3
7362,11:11:36,3,0,2522,167,111,cluster1
7363,16:28:40,76,105,3310,229,182,cluster4
7364,21:12:57,1,0,1275,51,54,cluster0
7365,13:55:25,14,2,5636,651,529,cluster2
7366,21:12:32,13,18,262,40,46,cluster0
7367,14:36:33,15,14,2248,183,89,cluster1
7368,12:35:29,32,3,3090,299,268,cluster3
7369,18:07:43,52,36,3084,203,389,cluster3
7370,18:15:59,4,0,2056,93,100,cluster1
7371,12:43:59,9,0,2866,400,227,cluster1
7372,18:39:24,1,0,1443,150,58,cluster1
7373,22:56:24,28,39,1360,57,36,cluster0
7374,23:52:50,3,1,393,43,17,cluster0
7375,23:57:05,11,15,277,45,33,cluster0
7376,11:15:56,2,0,2450,370,201,cluster1
7377,11:35:42,11,4,2378,200,109,cluster1
7378,17:05:32,5,1,2626,231,169,cluster1
7379,15:56:10,0,0,2443,74,72,cluster1
7380,12:22:48,48,1,3221,243,128,cluster3
7381,15:43:44,39,57,936,51,50,cluster0
7382,13:57:10,1,0,1278,149,122,cluster0
7383,1:09:21,0,0,303,116,30,cluster0
7384,16:27:35,5,2,811,81,81,cluster0
7385,17:07:37,37,20,4736,409,305,cluster3
7386,17:59:43,21,13,3825,177,157,cluster3
7387,16:41:15,18,5,2148,302,182,cluster1
7388,18:55:44,0,0,417,61,44,cluster0
7389,19:36:20,31,41,2270,124,152,cluster1
7390,0:02:35,2,0,511,80,17,cluster0
7391,21:41:58,0,0,275,18,26,cluster0
7392,15:22:33,2,1,1896,121,107,cluster1
7393,14:50:57,15,9,4803,327,309,cluster3
7394,16:33:05,8,1,2491,175,91,cluster1
7395,11:26:52,20,16,1462,204,109,cluster1
7396,21:58:48,0,0,3231,112,98,cluster3
7397,17:26:07,28,16,3269,431,269,cluster3
7398,12:48:29,2,0,2702,190,140,cluster1
7399,11:16:11,1,0,3523,214,149,cluster3
7400,14:33:38,2,0,3428,228,124,cluster3
7401,22:48:44,3,1,411,53,16,cluster0
7402,13:48:35,27,0,3188,285,214,cluster3
7403,16:49:11,15,4,1902,109,100,cluster1
7404,16:05:05,10,3,3180,433,390,cluster3
7405,15:39:24,2,1,1555,263,117,cluster1
7406,14:29:13,88,72,6078,332,221,cluster2
7407,22:01:23,2,1,1624,120,59,cluster1
7408,15:20:24,33,18,3104,208,139,cluster3
7409,22:17:23,2,0,574,95,46,cluster0
7410,16:48:45,1,0,2061,220,184,cluster1
7411,12:06:33,1,0,2678,165,134,cluster1
7412,15:59:25,6,4,6341,175,155,cluster2
7413,15:49:44,5,4,725,92,92,cluster0
7414,18:59:25,0,0,1297,103,45,cluster0
7415,20:36:36,0,0,194,25,24,cluster0
7416,13:00:24,29,42,3552,248,207,cluster3
7417,15:03:28,32,45,1599,125,86,cluster1
7418,13:41:15,27,32,2899,249,194,cluster1
7419,13:11:34,6,5,787,61,51,cluster0
7420,11:11:41,3,0,2658,279,180,cluster1
7421,23:45:10,0,0,356,56,23,cluster0
7422,16:41:20,3,0,4168,321,231,cluster3
7423,13:18:35,2,0,1997,347,216,cluster1
7424,21:40:58,1,0,490,53,48,cluster0
7425,12:16:43,46,0,4677,212,131,cluster3
7426,14:01:46,2,1,3080,510,262,cluster3
7427,14:38:22,49,48,4918,402,238,cluster2
7428,14:33:48,2,1,2849,173,94,cluster1
7429,12:49:54,44,59,5763,262,205,cluster2
7430,17:49:43,5,3,2260,167,151,cluster1
7431,12:52:59,2,0,4534,364,253,cluster3
7432,15:35:24,49,63,3638,189,170,cluster3
7433,0:30:51,13,3,662,34,35,cluster0
7434,13:31:05,2,0,1854,134,241,cluster1
7435,21:19:57,2,0,799,64,45,cluster0
7436,20:11:41,2,0,537,96,39,cluster0
7437,19:41:55,9,3,2043,165,635,cluster1
7438,12:02:23,18,3,2358,224,155,cluster1
7439,21:54:23,7,0,3313,416,319,cluster3
7440,15:57:54,18,15,2708,373,155,cluster1
7441,15:01:44,12,5,1861,209,108,cluster1
7442,13:39:20,1,0,2081,126,75,cluster1
7443,19:30:25,3,3,449,76,64,cluster0
7444,17:01:52,6,1,1541,180,92,cluster1
7445,18:37:29,0,0,233,23,22,cluster0
7446,16:39:40,2,0,1508,389,229,cluster1
7447,14:32:57,1,0,4123,257,213,cluster3
7448,12:35:49,1,0,1458,120,92,cluster1
7449,14:25:08,2,1,3977,286,171,cluster3
7450,15:04:43,17,4,2191,247,188,cluster1
7451,17:24:12,33,7,6062,617,627,cluster2
7452,19:27:10,1,0,2384,65,128,cluster1
7453,22:00:33,1,0,1567,164,86,cluster1
7454,13:03:29,5,2,1687,224,163,cluster1
7455,20:33:01,1,1,938,84,64,cluster0
7456,21:11:42,2,0,2812,169,69,cluster1
7457,0:52:51,3,1,794,32,32,cluster0
7458,13:01:14,4,0,4412,521,252,cluster3
7459,20:41:31,0,0,156,16,21,cluster0
7460,13:38:05,5,0,2763,165,162,cluster1
7461,16:24:01,14,1,1212,86,67,cluster0
7462,15:52:44,44,43,985,148,130,cluster0
7463,16:24:50,20,2,1169,194,195,cluster0
7464,20:46:11,1,0,293,28,18,cluster0
7465,14:53:43,3,1,5480,444,349,cluster2
7466,15:21:23,1,1,1771,111,95,cluster1
7467,0:06:40,2,1,166,12,18,cluster0
7468,12:16:48,48,0,3560,176,111,cluster3
7469,11:17:56,2,1,1438,171,129,cluster1
7470,19:22:20,31,40,595,89,57,cluster0
7471,14:57:33,5,1,5492,267,175,cluster2
7472,19:16:00,0,0,2635,141,156,cluster1
7473,13:42:00,1,0,2332,146,144,cluster1
7474,14:50:37,36,52,4171,300,306,cluster3
7475,13:22:50,1,0,505,35,33,cluster0
7476,21:04:06,8,0,2572,403,348,cluster1
7477,15:55:10,6,4,4451,218,139,cluster3
7478,15:20:38,1,0,2049,146,111,cluster1
7479,11:07:56,0,0,2355,228,121,cluster1
7480,21:17:57,10,4,481,57,48,cluster0
7481,15:22:53,16,4,2715,244,137,cluster1
7482,22:46:09,1,0,383,100,33,cluster0
7483,13:21:55,1,0,2183,187,125,cluster1
7484,16:01:20,4,1,4379,331,147,cluster3
7485,13:55:00,18,0,4574,741,595,cluster3
7486,14:48:43,84,109,4458,398,247,cluster4
7487,12:29:38,67,34,3538,253,213,cluster3
7488,15:42:29,13,10,1970,114,67,cluster1
7489,11:49:27,0,0,1703,158,127,cluster1
7490,21:15:47,0,0,431,39,72,cluster0
7491,13:55:50,53,75,1345,98,108,cluster0
7492,19:07:55,1,0,262,21,17,cluster0
7493,21:21:07,1,0,302,57,24,cluster0
7494,19:14:50,0,0,2450,110,98,cluster1
7495,13:53:10,6,4,1846,120,86,cluster1
7496,21:57:03,1,0,2284,92,62,cluster1
7497,0:40:11,1,1,198,18,22,cluster0
7498,16:27:25,10,8,1942,232,253,cluster1
7499,0:34:31,23,10,1365,196,145,cluster1
7500,16:44:36,15,2,6214,509,460,cluster2
7501,13:29:30,14,2,4407,228,211,cluster3
7502,0:38:26,0,0,220,29,18,cluster0
7503,1:02:11,2,0,278,59,41,cluster0
7504,14:46:43,82,44,2342,156,323,cluster1
7505,11:22:57,53,72,2053,321,159,cluster4
7506,13:02:44,164,183,1909,174,153,cluster4
7507,12:47:09,15,0,1491,50,50,cluster1
7508,15:57:04,10,9,2881,222,114,cluster1
7509,17:28:48,3,1,1051,93,36,cluster0
7510,12:16:28,42,0,3166,179,114,cluster3
7511,11:26:02,1,0,2792,411,245,cluster1
7512,15:38:29,39,48,2754,129,83,cluster1
7513,14:49:33,8,2,4496,237,166,cluster3
7514,16:34:16,15,1,4171,681,474,cluster3
7515,22:05:38,23,33,203,26,21,cluster0
7516,18:45:44,1,0,388,76,51,cluster0
7517,22:49:39,1,0,145,14,14,cluster0
7518,15:28:08,2,0,1506,222,165,cluster1
7519,0:00:30,5,1,850,52,22,cluster0
7520,15:47:15,2,0,2361,483,438,cluster1
7521,19:15:15,0,0,2797,119,156,cluster1
7522,12:07:53,77,98,2220,146,90,cluster4
7523,15:04:38,64,71,5534,657,234,cluster2
7524,15:23:13,1,0,3105,288,178,cluster3
7525,19:17:05,12,18,1207,280,200,cluster0
7526,12:33:08,14,13,2410,265,194,cluster1
7527,14:37:52,0,0,4537,212,205,cluster3
7528,22:39:24,1,1,454,176,45,cluster0
7529,0:27:21,0,0,222,30,22,cluster0
7530,16:19:10,59,64,1246,160,192,cluster0
7531,16:41:10,9,5,1879,318,195,cluster1
7532,14:50:22,5,1,5290,300,320,cluster2
7533,15:16:08,3,3,599,56,47,cluster0
7534,0:58:21,27,31,1258,181,172,cluster0
7535,14:09:01,15,10,3781,346,168,cluster3
7536,22:39:04,4,1,863,226,78,cluster0
7537,18:22:09,7,3,709,44,46,cluster0
7538,22:02:03,1,0,2370,155,81,cluster1
7539,14:48:17,53,71,4201,461,384,cluster3
7540,23:47:05,4,1,638,112,46,cluster0
7541,19:48:55,3,0,2334,367,305,cluster1
7542,14:13:51,16,14,2942,77,79,cluster1
7543,0:37:11,1,1,868,75,73,cluster0
7544,22:25:08,3,0,635,65,47,cluster0
7545,22:46:24,4,1,1150,86,39,cluster0
7546,14:27:31,15,12,3367,190,130,cluster3
7547,11:23:22,3,0,2432,181,97,cluster1
7548,18:47:24,1,0,1870,93,59,cluster1
7549,15:40:34,2,0,3088,123,76,cluster3
7550,11:36:57,40,38,2674,251,114,cluster1
7551,14:37:38,56,62,7214,430,266,cluster2
7552,14:33:32,1,0,3861,298,138,cluster3
7553,14:54:28,5,0,3971,326,209,cluster3
7554,16:35:35,2,0,1301,213,270,cluster0
7555,13:46:20,28,6,2044,141,130,cluster1
7556,21:04:26,22,27,2478,303,247,cluster1
7557,13:30:55,0,0,2706,195,142,cluster1
7558,11:22:47,6,3,4043,396,249,cluster3
7559,16:43:00,34,5,2424,109,142,cluster1
7560,14:31:37,13,11,3520,182,207,cluster3
7561,13:04:19,23,2,6591,1335,1312,cluster2
7562,11:54:13,15,1,6172,635,495,cluster2
7563,22:46:59,3,0,2408,121,55,cluster1
7564,15:11:13,16,1,2142,215,147,cluster1
7565,17:21:47,17,4,3763,194,78,cluster3
7566,12:08:48,7,2,1575,177,131,cluster1
7567,14:44:18,18,2,4907,531,443,cluster2
7568,14:36:37,29,42,3746,162,116,cluster3
7569,11:13:46,2,1,2028,137,75,cluster1
7570,15:24:18,100,31,5548,694,543,cluster2
7571,15:32:44,4,2,879,95,56,cluster0
7572,22:30:24,2,0,446,41,35,cluster0
7573,22:31:04,2,0,516,53,30,cluster0
7574,13:19:25,2,0,1576,70,67,cluster1
7575,15:48:44,23,22,593,100,84,cluster0
7576,17:14:12,23,0,7010,634,583,cluster2
7577,14:48:57,10,0,5002,450,228,cluster2
7578,15:37:34,3,2,933,66,74,cluster0
7579,12:34:59,28,0,4247,653,620,cluster3
7580,18:49:09,5,4,2339,132,116,cluster1
7581,22:50:04,2,1,161,15,15,cluster0
7582,20:54:46,0,0,329,51,48,cluster0
7583,14:22:31,20,4,3443,316,182,cluster3
7584,15:33:24,9,6,5988,392,257,cluster2
7585,13:59:05,10,7,2944,444,218,cluster3
7586,17:44:28,79,28,8284,691,447,cluster2
7587,18:15:09,19,1,5834,598,551,cluster2
7588,19:41:00,19,24,961,151,124,cluster0
7589,15:02:13,0,0,3809,281,186,cluster3
7590,14:47:48,25,13,2598,115,81,cluster1
7591,15:18:38,82,94,1507,120,76,cluster4
7592,23:52:15,4,2,445,41,15,cluster0
7593,13:23:50,1,0,1347,71,77,cluster0
7594,22:50:59,5,0,1798,107,103,cluster1
7595,23:52:40,4,1,419,43,13,cluster0
7596,15:26:53,1,0,1474,74,58,cluster1
